symbol,identifier,series,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep
MARATHON,MARATHONEQN,EQ,,0,2.15,0.52,413.35,0,0,-,769.45,352.05,415.5
PURVA,PURVAEQN,EQ,,0,0.94,0.52,181.06,0,0,-,338.95,172.65,182.0
SAGCEM,SAGCEMEQN,EQ,,0,0.94,0.52,180.86,0,0,-,299.4,168.04,181.8
PGHH,PGHHEQN,EQ,,0,55.0,0.52,10604.0,0,0,-,14543.0,10575.0,10659.0
NELCO,NELCOEQN,EQ,,0,3.0,0.52,578.7,0,0,-,1161.0,569.3,581.7
SUNTV,SUNTVEQN,EQ,,0,3.0,0.52,578.2,0,0,-,691.4,480.2,581.2
ARVINDFASN,ARVINDFASNEQN,EQ,,0,2.1,0.52,407.2,0,0,-,579.0,320.2,409.3
BHARATGEAR,BHARATGEAREQN,EQ,,0,0.5,0.52,96.25,0,0,-,154.2,64.8,96.75
ORIENTELEC,ORIENTELECEQN,EQ,,0,0.9,0.52,172.0,0,0,-,248.9,155.35,172.9
SUNDRMFAST,SUNDRMFASTEQN,EQ,,0,4.35,0.52,834.55,0,0,-,1080.0,810.0,838.9
JKIL,JKILEQN,EQ,,0,2.45,0.52,474.15,0,0,-,765.6,454.05,476.6
ATALREAL,ATALREALEQN,EQ,,0,0.12,0.52,22.88,0,0,-,29.2,11.79,23.0
PATELRMART,PATELRMARTEQN,EQ,,0,0.88,0.52,168.12,0,0,-,305.0,155.0,169.0
ORIENTHOT,ORIENTHOTEQN,EQ,,0,0.44,0.51,87.06,0,0,-,168.99,86.31,87.5
NSLNISP,NSLNISPEQN,EQ,,0,0.19,0.51,37.31,0,0,-,49.65,32.13,37.5
GLOBUSSPR,GLOBUSSPREQN,EQ,,0,4.3,0.51,836.7,0,0,-,1303.2,819.4,841.0
HDFCBANK,HDFCBANKEQN,EQ,,0,4.3,0.51,840.7,0,0,-,1020.5,821.5,845.0
PONNIERODE,PONNIERODEEQN,EQ,,0,1.4,0.51,272.1,0,0,-,368.45,252.4,273.5
ALLDIGI,ALLDIGIEQN,EQ,,0,3.8,0.5,764.4,0,0,-,1084.0,752.8,768.2
QUESS,QUESSEQN,EQ,,0,0.92,0.5,185.08,0,0,-,708.85,181.9,186.0
VARDHACRLC,VARDHACRLCEQN,EQ,,0,0.17,0.5,33.83,0,0,-,54.25,32.8,34.0
PNGJL,PNGJLEQN,EQ,,0,2.65,0.5,532.35,0,0,-,701.4,473.8,535.0
PFS,PFSEQN,EQ,,0,0.14,0.5,27.95,0,0,-,44.2,27.5,28.09
SHRIRAMPPS,SHRIRAMPPSEQN,EQ,,0,0.36,0.5,72.65,0,0,-,105.58,65.1,73.01
ACC,ACCEQN,EQ,,0,7.2,0.5,1450.5,0,0,-,2119.9,1435.7,1457.7
JBCHEPHARM,JBCHEPHARMEQN,EQ,,0,10.4,0.5,2071.6,0,0,-,2114.7,1385.75,2082.0
KNRCON,KNRCONEQN,EQ,,0,0.6,0.5,120.52,0,0,-,254.0,116.91,121.12
NAZARA,NAZARAEQN,EQ,,0,1.2,0.5,239.8,0,0,-,363.25,221.35,241.0
CARYSIL,CARYSILEQN,EQ,,0,4.1,0.5,825.45,0,0,-,1071.9,490.0,829.55
ARE&M,ARE&MEQN,EQ,,0,3.9,0.5,786.05,0,0,-,1109.0,784.0,789.95
ELLEN,ELLENEQN,EQ,,0,1.03,0.5,206.99,0,0,-,637.7,203.91,208.02
OSWALPUMPS,OSWALPUMPSEQN,EQ,,0,1.45,0.5,289.85,0,0,-,888.4,286.55,291.3
CRAMC,CRAMCEQN,EQ,,0,1.1,0.5,219.9,0,0,-,353.4,214.2,221.0
IRB,IRBEQN,EQ,,0,0.2,0.49,40.46,0,0,-,54.28,38.3,40.66
STOVEKRAFT,STOVEKRAFTEQN,EQ,,0,2.3,0.49,467.0,0,0,-,820.0,453.15,469.3
BAJEL,BAJELEQN,EQ,,0,0.72,0.49,147.28,0,0,-,263.9,137.32,148.0
ROUTE,ROUTEEQN,EQ,,0,2.3,0.49,466.7,0,0,-,1158.0,460.35,469.0
MUFTI,MUFTIEQN,EQ,,0,0.4,0.49,81.91,0,0,-,189.0,78.6,82.31
PFIZER,PFIZEREQN,EQ,,0,23.5,0.49,4769.5,0,0,-,5993.0,3701.0,4793.0
EXIDEIND,EXIDEINDEQN,EQ,,0,1.5,0.49,308.9,0,0,-,431.0,302.75,310.4
SUNDARMFIN,SUNDARMFINEQN,EQ,,0,26.5,0.49,5413.5,0,0,-,5642.0,4200.0,5440.0
SHREECEM,SHREECEMEQN,EQ,,0,115.0,0.49,23590.0,0,0,-,32490.0,23520.0,23705.0
NAGREEKCAP,NAGREEKCAPEQN,EQ,,0,0.12,0.49,24.54,0,0,-,42.75,20.6,24.66
WAKEFIT,WAKEFITEQN,EQ,,0,0.85,0.49,171.9,0,0,-,224.0,164.06,172.75
BALAJEE,BALAJEEEQN,EQ,,0,0.13,0.48,26.89,0,0,-,63.55,24.0,27.02
BAJAJHLDNG,BAJAJHLDNGEQN,EQ,,0,49.0,0.48,10250.0,0,0,-,14763.0,10200.0,10299.0
SHEKHAWATI,SHEKHAWATIEQN,EQ,,0,0.06,0.48,12.54,0,0,-,26.84,11.36,12.6
PLAZACABLE,PLAZACABLEEQN,EQ,,0,0.17,0.48,35.52,0,0,-,65.34,33.99,35.69
ABBOTINDIA,ABBOTINDIAEQN,EQ,,0,130.0,0.48,27185.0,0,0,-,37000.0,26000.0,27315.0
KOTAKBANK,KOTAKBANKEQN,EQ,,0,1.85,0.48,386.35,0,0,-,460.38,380.89,388.2
TORNTPHARM,TORNTPHARMEQN,EQ,,0,21.2,0.48,4373.7,0,0,-,4470.0,3027.65,4394.9
GRANULES,GRANULESEQN,EQ,,0,2.7,0.48,559.3,0,0,-,627.0,422.0,562.0
TEXINFRA,TEXINFRAEQN,EQ,,0,0.43,0.48,89.87,0,0,-,113.03,87.4,90.3
ASIANTILES,ASIANTILESEQN,EQ,,0,0.3,0.47,63.2,0,0,-,78.8,39.15,63.5
360ONE,360ONEEQN,EQ,,0,4.9,0.47,1035.1,0,0,-,1273.8,790.5,1040.0
SASKEN,SASKENEQN,EQ,,0,5.2,0.47,1094.8,0,0,-,1714.2,1060.0,1100.0
VOLTAMP,VOLTAMPEQN,EQ,,0,40.5,0.47,8609.5,0,0,-,10088.0,6099.95,8650.0
SHOPERSTOP,SHOPERSTOPEQN,EQ,,0,1.4,0.46,301.6,0,0,-,588.75,275.95,303.0
VSSL,VSSLEQN,EQ,,0,1.1,0.46,240.3,0,0,-,324.0,178.0,241.4
PREMIERENE,PREMIERENEEQN,EQ,,0,3.35,0.46,721.65,0,0,-,1163.9,660.0,725.0
VIDYAWIRES,VIDYAWIRESEQN,EQ,,0,0.23,0.46,50.27,0,0,-,58.45,42.51,50.5
EMBDL,EMBDLBEN,BE,,0,0.25,0.46,54.7,0,0,-,128.0,54.47,54.95
RPOWER,RPOWEREQN,EQ,,0,0.1,0.45,22.24,0,0,-,76.49,21.13,22.34
COFFEEDAY,COFFEEDAYEQN,EQ,,0,0.12,0.45,26.38,0,0,-,51.46,23.32,26.5
MMFL,MMFLEQN,EQ,,0,1.95,0.45,438.15,0,0,-,501.05,288.1,440.1
RAMCOCEM,RAMCOCEMEQN,EQ,,0,4.6,0.45,1025.4,0,0,-,1214.5,788.2,1030.0
GODREJIND,GODREJINDEQN,EQ,,0,4.1,0.45,915.9,0,0,-,1390.0,905.45,920.0
KAVDEFENCE,KAVDEFENCEBEN,BE,,0,0.28,0.45,61.71,0,0,-,162.87,41.14,61.99
ATGL,ATGLEQN,EQ,,0,2.1,0.45,467.9,0,0,-,798.0,462.8,470.0
AEQUS,AEQUSEQN,EQ,,0,0.59,0.45,130.61,0,0,-,165.4,129.49,131.2
RKEC,RKECEQN,EQ,,0,0.17,0.44,39.08,0,0,-,89.99,38.56,39.25
CHOLAFIN,CHOLAFINEQN,EQ,,0,7.0,0.44,1583.0,0,0,-,1831.5,1358.65,1590.0
DCMSHRIRAM,DCMSHRIRAMEQN,EQ,,0,4.2,0.44,964.0,0,0,-,1502.3,945.1,968.2
CYIENT,CYIENTEQN,EQ,,0,3.75,0.44,858.3,0,0,-,1376.0,853.3,862.05
MAHLIFE,MAHLIFEEQN,EQ,,0,1.55,0.44,348.55,0,0,-,427.05,255.69,350.1
TIINDIA,TIINDIAEQN,EQ,,0,11.4,0.44,2608.6,0,0,-,3419.9,2164.9,2620.0
ONGC,ONGCEQN,EQ,,0,1.2,0.44,270.8,0,0,-,293.0,205.0,272.0
LGEINDIA,LGEINDIAEQN,EQ,,0,6.8,0.44,1534.2,0,0,-,1749.0,1325.5,1541.0
ELIN,ELINEQN,EQ,,0,0.51,0.44,116.59,0,0,-,234.0,110.05,117.1
JAGRAN,JAGRANEQN,EQ,,0,0.27,0.43,63.26,0,0,-,83.8,61.65,63.53
NAVINFLUOR,NAVINFLUOREQN,EQ,,0,27.5,0.43,6387.5,0,0,-,6965.0,3670.6,6415.0
FISCHER,FISCHEREQN,EQ,,0,0.15,0.43,34.86,0,0,-,124.7,33.94,35.01
CEMPRO,CEMPROEQN,EQ,,0,2.35,0.43,547.05,0,0,-,944.0,476.6,549.4
AGRITECH,AGRITECHBEN,BE,,0,0.45,0.43,105.05,0,0,-,187.19,103.25,105.5
RELIANCE,RELIANCEEQN,EQ,,0,6.0,0.42,1424.0,0,0,-,1611.8,1114.85,1430.0
SAKSOFT,SAKSOFTEQN,EQ,,0,0.55,0.42,129.45,0,0,-,253.99,125.03,130.0
JUSTDIAL,JUSTDIALEQN,EQ,,0,2.15,0.41,527.85,0,0,-,1048.9,508.9,530.0
DCMSRIND,DCMSRINDEQN,EQ,,0,0.14,0.41,34.46,0,0,-,194.0,33.67,34.6
ENDURANCE,ENDURANCEEQN,EQ,,0,10.0,0.41,2424.0,0,0,-,3079.9,1700.0,2434.0
PATINTLOG,PATINTLOGEQN,EQ,,0,0.04,0.41,9.81,0,0,-,18.51,9.71,9.85
BALKRISIND,BALKRISINDEQN,EQ,,0,9.2,0.41,2242.8,0,0,-,2817.5,2146.8,2252.0
ALKEM,ALKEMEQN,EQ,,0,22.5,0.41,5460.0,0,0,-,5933.5,4608.0,5482.5
PRIMO,PRIMOEQN,EQ,,0,0.07,0.41,17.08,0,0,-,31.39,16.78,17.15
VPRPL,VPRPLEQN,EQ,,0,0.16,0.4,39.64,0,0,-,195.0,39.5,39.8
RML,RMLEQN,EQ,,0,3.3,0.4,826.7,0,0,-,1049.0,575.0,830.0
KIRIINDUS,KIRIINDUSEQN,EQ,,0,1.55,0.4,384.45,0,0,-,779.0,381.95,386.0
MARKSANS,MARKSANSEQN,EQ,,0,0.66,0.39,168.44,0,0,-,270.7,156.0,169.1
DBCORP,DBCORPEQN,EQ,,0,0.8,0.39,205.2,0,0,-,291.85,204.0,206.0
HONAUT,HONAUTEQN,EQ,,0,115.0,0.39,29700.0,0,0,-,41450.0,29385.0,29815.0
GEOJITFSL,GEOJITFSLEQN,EQ,,0,0.23,0.39,58.57,0,0,-,94.79,57.58,58.8
NH,NHEQN,EQ,,0,6.7,0.38,1758.2,0,0,-,2370.2,1451.05,1764.9
TIRUMALCHM,TIRUMALCHMEQN,EQ,,0,0.62,0.38,162.03,0,0,-,328.8,158.0,162.65
TATACOMM,TATACOMMEQN,EQ,,0,5.6,0.38,1483.4,0,0,-,2004.0,1361.0,1489.0
KOPRAN,KOPRANEQN,EQ,,0,0.46,0.38,121.04,0,0,-,214.0,116.41,121.5
IMFA,IMFAEQN,EQ,,0,4.5,0.38,1178.0,0,0,-,1510.6,549.8,1182.5
STLNETWORK,STLNETWORKEQN,EQ,,0,0.07,0.38,18.6,0,0,-,35.4,18.0,18.67
UGARSUGAR,UGARSUGAREQN,EQ,,0,0.14,0.37,37.36,0,0,-,52.5,33.75,37.5
BAJAJHIND,BAJAJHINDEQN,EQ,,0,0.06,0.37,16.41,0,0,-,29.64,14.85,16.47
BLISSGVS,BLISSGVSEQN,EQ,,0,0.75,0.37,204.25,0,0,-,243.9,108.12,205.0
MAPMYINDIA,MAPMYINDIAEQN,EQ,,0,3.6,0.37,983.6,0,0,-,2166.7,961.6,987.2
GLOTTIS,GLOTTISEQN,EQ,,0,0.16,0.37,43.04,0,0,-,93.0,42.51,43.2
M&M,M&MEQN,EQ,,0,11.4,0.36,3187.6,0,0,-,3839.9,2425.0,3199.0
LICHSGFIN,LICHSGFINEQN,EQ,,0,1.8,0.36,500.2,0,0,-,646.5,488.1,502.0
NHPC,NHPCEQN,EQ,,0,0.26,0.36,73.04,0,0,-,92.34,71.62,73.3
ZUARIIND,ZUARIINDEQN,EQ,,0,0.85,0.36,239.15,0,0,-,416.0,229.99,240.0
TERASOFT,TERASOFTEQN,EQ,,0,1.3,0.36,361.7,0,0,-,598.0,163.18,363.0
BHARTIARTL,BHARTIARTLEQN,EQ,,0,6.6,0.35,1866.7,0,0,-,2174.5,1612.2,1873.3
ZYDUSLIFE,ZYDUSLIFEEQN,EQ,,0,3.15,0.35,908.85,0,0,-,1059.05,795.0,912.0
CAMPUS,CAMPUSEQN,EQ,,0,0.85,0.35,239.65,0,0,-,304.4,210.0,240.5
ADSL,ADSLEQN,EQ,,0,0.36,0.35,102.24,0,0,-,226.55,101.0,102.6
HARSHA,HARSHAEQN,EQ,,0,1.25,0.35,354.75,0,0,-,451.85,329.95,356.0
DCG,DCGSMN,SM,,0,0.2,0.35,57.8,0,0,-,81.0,53.9,58.0
DELPHIFX,DELPHIFXEQN,EQ,,0,0.04,0.35,11.31,0,0,-,18.25,6.8,11.35
JBMA,JBMAEQN,EQ,,0,1.75,0.34,509.25,0,0,-,790.0,489.8,511.0
PGHL,PGHLEQN,EQ,,0,16.6,0.34,4833.4,0,0,-,6739.0,4780.0,4850.0
JINDALSTEL,JINDALSTELEQN,EQ,,0,3.9,0.34,1144.1,0,0,-,1272.1,770.0,1148.0
AWL,AWLEQN,EQ,,0,0.6,0.34,175.6,0,0,-,291.2,172.01,176.2
BATAINDIA,BATAINDIAEQN,EQ,,0,2.45,0.34,717.55,0,0,-,1300.7,715.0,720.0
PICCADIL,PICCADILEQN,EQ,,0,1.8,0.34,534.3,0,0,-,805.5,515.0,536.1
TVSSCS,TVSSCSBEN,BE,,0,0.36,0.34,106.69,0,0,-,147.0,92.16,107.05
ATLANTAELE,ATLANTAELEEQN,EQ,,0,3.1,0.34,916.95,0,0,-,1097.85,707.6,920.05
RKFORGE,RKFORGEEQN,EQ,,0,1.8,0.33,553.0,0,0,-,862.6,474.3,554.8
GANESHBE,GANESHBEEQN,EQ,,0,0.25,0.33,76.22,0,0,-,133.8,68.4,76.47
UNIPARTS,UNIPARTSEQN,EQ,,0,1.45,0.33,445.55,0,0,-,543.95,296.65,447.0
UTIAMC,UTIAMCEQN,EQ,,0,3.15,0.33,949.05,0,0,-,1494.8,915.0,952.2
TATAELXSI,TATAELXSIEQN,EQ,,0,14.3,0.33,4303.7,0,0,-,6735.0,4221.5,4318.0
VINATIORGA,VINATIORGAEQN,EQ,,0,4.5,0.33,1369.5,0,0,-,2040.0,1324.0,1374.0
PTL,PTLEQN,EQ,,0,0.12,0.32,37.03,0,0,-,47.4,36.0,37.15
SHANTIGOLD,SHANTIGOLDEQN,EQ,,0,0.64,0.32,199.37,0,0,-,274.1,184.1,200.01
ESAFSFB,ESAFSFBEQN,EQ,,0,0.08,0.32,24.92,0,0,-,36.2,24.11,25.0
DMART,DMARTEQN,EQ,,0,12.8,0.32,3966.2,0,0,-,4949.5,3529.0,3979.0
GILLETTE,GILLETTEEQN,EQ,,0,25.0,0.31,8025.0,0,0,-,11500.0,7563.35,8050.0
NITINSPIN,NITINSPINEQN,EQ,,0,1.1,0.31,357.45,0,0,-,426.8,295.25,358.55
JINDRILL,JINDRILLEQN,EQ,,0,1.75,0.31,568.25,0,0,-,982.45,440.1,570.0
INDIGOPNTS,INDIGOPNTSEQN,EQ,,0,2.6,0.31,838.3,0,0,-,1345.9,824.5,840.9
NATIONALUM,NATIONALUMEQN,EQ,,0,1.15,0.3,388.1,0,0,-,431.5,137.75,389.25
TCS,TCSEQN,EQ,,0,7.6,0.3,2527.4,0,0,-,3710.0,2505.0,2535.0
SHANKARA,SHANKARAEQN,EQ,,0,0.31,0.3,101.69,0,0,-,1209.8,98.25,102.0
AARTIDRUGS,AARTIDRUGSEQN,EQ,,0,1.05,0.3,348.95,0,0,-,564.05,312.0,350.0
COMSYN,COMSYNEQN,EQ,,0,0.45,0.29,153.0,0,0,-,199.9,71.11,153.45
ZENSARTECH,ZENSARTECHEQN,EQ,,0,1.6,0.29,544.35,0,0,-,894.0,528.25,545.95
CROMPTON,CROMPTONEQN,EQ,,0,0.7,0.29,241.3,0,0,-,367.5,217.4,242.0
ONMOBILE,ONMOBILEEQN,EQ,,0,0.14,0.29,47.93,0,0,-,75.09,41.07,48.07
VSTIND,VSTINDEQN,EQ,,0,0.63,0.29,219.37,0,0,-,334.65,214.27,220.0
HEIDELBERG,HEIDELBERGEQN,EQ,,0,0.44,0.29,151.66,0,0,-,224.8,150.6,152.1
HDFCLIFE,HDFCLIFEEQN,EQ,,0,1.85,0.28,653.75,0,0,-,820.75,614.65,655.6
VIYASH,VIYASHEQN,EQ,,0,0.53,0.28,190.67,0,0,-,257.85,117.35,191.2
SWIGGY,SWIGGYEQN,EQ,,0,0.8,0.27,301.25,0,0,-,474.0,280.3,302.05
VERTOZ,VERTOZEQN,EQ,,0,0.11,0.27,40.89,0,0,-,112.0,40.0,41.0
MARKOLINES,MARKOLINESEQN,EQ,,0,0.4,0.27,147.61,0,0,-,188.0,131.65,148.01
SHILPAMED,SHILPAMEDEQN,EQ,,0,0.85,0.26,333.15,0,0,-,500.0,259.5,334.0
DHANBANK,DHANBANKEQN,EQ,,0,0.06,0.26,23.07,0,0,-,33.5,21.6,23.13
HAPPYFORGE,HAPPYFORGEEQN,EQ,,0,3.2,0.26,1216.8,0,0,-,1370.0,724.1,1220.0
KEC,KECEQN,EQ,,0,1.3,0.25,525.25,0,0,-,947.0,520.2,526.55
SANGHVIMOV,SANGHVIMOVEQN,EQ,,0,0.6,0.25,236.45,0,0,-,411.9,214.31,237.05
CEINSYS,CEINSYSEQN,EQ,,0,2.15,0.25,859.85,0,0,-,1061.7,855.0,862.0
SUPREMEIND,SUPREMEINDEQN,EQ,,0,9.4,0.25,3815.6,0,0,-,4739.0,3095.0,3825.0
BESTAGRO,BESTAGROBEN,BE,,0,0.04,0.25,16.26,0,0,-,35.58,14.69,16.3
ZEEMEDIA,ZEEMEDIABEN,BE,,0,0.02,0.25,7.98,0,0,-,16.46,7.1,8.0
PRAKASHSTL,PRAKASHSTLEQN,EQ,,0,0.01,0.24,4.12,0,0,-,7.45,3.92,4.13
SRM,SRMEQN,EQ,,0,0.95,0.24,391.05,0,0,-,649.95,298.35,392.0
CLSEL,CLSELEQN,EQ,,0,0.55,0.23,243.45,0,0,-,395.75,228.8,244.0
JSWENERGY,JSWENERGYEQN,EQ,,0,1.1,0.23,478.9,0,0,-,579.0,427.75,480.0
KROSS,KROSSEQN,EQ,,0,0.4,0.22,183.6,0,0,-,237.6,150.06,184.0
BALMLAWRIE,BALMLAWRIEEQN,EQ,,0,0.38,0.22,174.83,0,0,-,238.2,163.08,175.21
DAMCAPITAL,DAMCAPITALEQN,EQ,,0,0.29,0.22,130.81,0,0,-,303.5,128.5,131.1
MUKANDLTD,MUKANDLTDEQN,EQ,,0,0.27,0.22,121.33,0,0,-,162.0,84.4,121.6
SPIC,SPICEQN,EQ,,0,0.13,0.22,59.27,0,0,-,128.2,58.62,59.4
ADVANCE,ADVANCEEQN,EQ,,0,0.23,0.22,104.87,0,0,-,154.0,102.0,105.1
ICRA,ICRAEQN,EQ,,0,11.0,0.21,5360.5,0,0,-,7130.0,5015.1,5371.5
NAVNETEDUL,NAVNETEDULEQN,EQ,,0,0.29,0.21,137.91,0,0,-,168.5,127.95,138.2
GULFOILLUB,GULFOILLUBEQN,EQ,,0,2.1,0.21,979.0,0,0,-,1331.9,911.0,981.1
PTCIL,PTCILEQN,EQ,,0,34.0,0.2,17266.0,0,0,-,19387.0,11651.0,17300.0
MAHASTEEL,MAHASTEELEQN,EQ,,0,1.75,0.2,872.25,0,0,-,1032.0,221.9,874.0
KMSUGAR,KMSUGAREQN,EQ,,0,0.05,0.19,25.95,0,0,-,31.59,23.0,26.0
NETWORK18,NETWORK18EQN,EQ,,0,0.06,0.19,32.34,0,0,-,65.29,31.22,32.4
AEGISLOG,AEGISLOGEQN,EQ,,0,1.25,0.19,649.25,0,0,-,946.5,639.1,650.5
GAIL,GAILEQN,EQ,,0,0.27,0.18,148.98,0,0,-,202.79,146.41,149.25
KALYANIFRG,KALYANIFRGEQN,EQ,,0,1.05,0.18,594.95,0,0,-,890.0,495.0,596.0
AGIIL,AGIILEQN,EQ,,0,0.5,0.16,306.5,0,0,-,317.2,137.0,307.0
KPITTECH,KPITTECHEQN,EQ,,0,1.1,0.16,688.9,0,0,-,1434.5,672.5,690.0
NILASPACES,NILASPACESEQN,EQ,,0,0.02,0.16,12.88,0,0,-,20.47,10.6,12.9
DHANUKA,DHANUKAEQN,EQ,,0,1.4,0.15,962.6,0,0,-,1975.0,948.9,964.0
DIAMONDYD,DIAMONDYDEQN,EQ,,0,1.4,0.15,956.6,0,0,-,1295.7,889.2,958.0
GMMPFAUDLR,GMMPFAUDLREQN,EQ,,0,1.3,0.15,861.2,0,0,-,1418.0,829.6,862.5
SPLIL,SPLILEQN,EQ,,0,0.04,0.15,27.45,0,0,-,46.4,26.5,27.49
BMWVENTLTD,BMWVENTLTDEQN,EQ,,0,0.08,0.15,55.02,0,0,-,78.0,50.02,55.1
DICIND,DICINDEQN,EQ,,0,0.7,0.14,518.3,0,0,-,748.0,450.5,519.0
STAR,STAREQN,EQ,,0,1.25,0.14,866.35,0,0,-,1025.0,513.05,867.6
SBFC,SBFCEQN,EQ,,0,0.13,0.14,92.37,0,0,-,123.0,82.0,92.5
POLYMED,POLYMEDEQN,EQ,,0,1.9,0.14,1318.6,0,0,-,2937.6,1225.1,1320.5
BHARATFORG,BHARATFORGEQN,EQ,,0,2.7,0.14,1862.3,0,0,-,1935.5,919.1,1865.0
SUNPHARMA,SUNPHARMAEQN,EQ,,0,2.6,0.14,1807.4,0,0,-,1851.2,1548.0,1810.0
RBA,RBAEQN,EQ,,0,0.09,0.14,62.91,0,0,-,89.5,59.4,63.0
DEEPAKNTR,DEEPAKNTREQN,EQ,,0,2.0,0.14,1478.0,0,0,-,2174.0,1460.0,1480.0
LYKALABS,LYKALABSEQN,EQ,,0,0.08,0.14,57.07,0,0,-,128.78,56.8,57.15
ADVAIT,ADVAITEQN,EQ,,0,2.2,0.14,1550.7,0,0,-,1885.0,1351.0,1552.9
ICICIBANK,ICICIBANKEQN,EQ,,0,1.6,0.13,1278.4,0,0,-,1500.0,1208.0,1280.0
PPLPHARMA,PPLPHARMAEQN,EQ,,0,0.2,0.13,151.4,0,0,-,240.95,147.11,151.6
PAYTM,PAYTMEQN,EQ,,0,1.3,0.13,1038.7,0,0,-,1381.8,651.5,1040.0
TIMKEN,TIMKENEQN,EQ,,0,4.3,0.13,3285.7,0,0,-,3575.0,2202.0,3290.0
BSHSL,BSHSLEQN,EQ,,0,0.11,0.13,83.39,0,0,-,158.34,78.65,83.5
DYNAMATECH,DYNAMATECHEQN,EQ,,0,13.0,0.13,10286.0,0,0,-,10950.0,5444.15,10299.0
RADICO,RADICOEQN,EQ,,0,3.4,0.12,2751.6,0,0,-,3591.9,2144.9,2755.0
KESORAMIND,KESORAMINDBEN,BE,,0,0.01,0.12,8.27,0,0,-,13.94,2.84,8.28
DEEPINDS,DEEPINDSEQN,EQ,,0,0.4,0.12,347.6,0,0,-,578.0,332.0,348.0
RUPA,RUPAEQN,EQ,,0,0.14,0.11,130.36,0,0,-,232.9,129.51,130.5
INOXWIND,INOXWINDEQN,EQ,,0,0.09,0.11,81.74,0,0,-,199.01,79.04,81.83
SOLARA,SOLARAEQN,EQ,,0,0.45,0.1,449.55,0,0,-,734.4,440.2,450.0
WCIL,WCILEQN,EQ,,0,0.1,0.1,98.19,0,0,-,147.29,65.1,98.29
GRINFRA,GRINFRAEQN,EQ,,0,0.95,0.1,919.05,0,0,-,1444.4,896.05,920.0
BBOX,BBOXEQN,EQ,,0,0.45,0.09,491.55,0,0,-,613.8,320.85,492.0
LALPATHLAB,LALPATHLABEQN,EQ,,0,1.2,0.09,1363.8,0,0,-,1770.0,1175.78,1365.0
PIIND,PIINDEQN,EQ,,0,2.8,0.09,3033.2,0,0,-,4330.0,2982.1,3036.0
PAISALO,PAISALOEQN,EQ,,0,0.03,0.09,33.22,0,0,-,41.7,29.38,33.25
APTECHT,APTECHTEQN,EQ,,0,0.07,0.09,80.38,0,0,-,182.3,76.02,80.45
JINDWORLD,JINDWORLDEQN,EQ,,0,0.02,0.09,22.38,0,0,-,79.3,21.85,22.4
BRIGHOTEL,BRIGHOTELEQN,EQ,,0,0.05,0.09,57.95,0,0,-,91.77,55.4,58.0
FOCUS,FOCUSEQN,EQ,,0,0.05,0.08,65.05,0,0,-,126.15,61.5,65.1
3IINFOLTD,3IINFOLTDEQN,EQ,,0,0.01,0.08,12.99,0,0,-,25.9,12.68,13.0
RALLIS,RALLISEQN,EQ,,0,0.2,0.08,253.8,0,0,-,385.9,196.78,254.0
SAFARI,SAFARIEQN,EQ,,0,1.3,0.08,1668.7,0,0,-,2507.1,1618.3,1670.0
COMPUSOFT,COMPUSOFTEQN,EQ,,0,0.01,0.08,12.32,0,0,-,24.48,12.2,12.33
ARVIND,ARVINDEQN,EQ,,0,0.25,0.08,331.4,0,0,-,404.0,274.8,331.65
BALRAMCHIN,BALRAMCHINEQN,EQ,,0,0.4,0.08,492.6,0,0,-,627.8,393.55,493.0
OSWALSEEDS,OSWALSEEDSEQN,EQ,,0,0.01,0.08,12.27,0,0,-,20.28,10.72,12.28
SHREERAMA,SHREERAMAEQN,EQ,,0,0.04,0.08,47.62,0,0,-,71.99,31.05,47.66
EXCELSOFT,EXCELSOFTEQN,EQ,,0,0.06,0.08,78.69,0,0,-,142.59,68.0,78.75
TIRUPATIFL,TIRUPATIFLEQN,EQ,,0,0.03,0.08,36.07,0,0,-,49.5,28.21,36.1
AUTOAXLES,AUTOAXLESEQN,EQ,,0,1.6,0.08,1948.4,0,0,-,2115.0,1520.0,1950.0
NIVABUPA,NIVABUPAEQN,EQ,,0,0.05,0.07,70.0,0,0,-,95.21,67.85,70.05
BLAL,BLALEQN,EQ,,0,0.13,0.07,174.97,0,0,-,235.0,172.01,175.1
STARCEMENT,STARCEMENTEQN,EQ,,0,0.13,0.07,198.17,0,0,-,308.95,196.53,198.3
GLAXO,GLAXOEQN,EQ,,0,1.8,0.07,2519.2,0,0,-,3515.7,2220.3,2521.0
MGL,MGLEQN,EQ,,0,0.7,0.07,1042.3,0,0,-,1586.9,1015.1,1043.0
LINCOLN,LINCOLNEQN,EQ,,0,0.4,0.06,616.6,0,0,-,677.0,440.0,617.0
KOTHARIPRO,KOTHARIPROEQN,EQ,,0,0.04,0.06,62.06,0,0,-,109.0,58.05,62.1
LAXMIDENTL,LAXMIDENTLEQN,EQ,,0,0.08,0.05,173.92,0,0,-,509.95,173.0,174.0
SHREEPUSHK,SHREEPUSHKEQN,EQ,,0,0.15,0.05,300.0,0,0,-,476.0,220.5,300.15
NTPC,NTPCEQN,EQ,,0,0.2,0.05,376.25,0,0,-,388.55,315.55,376.45
SHAREINDIA,SHAREINDIAEQN,EQ,,0,0.06,0.05,128.94,0,0,-,211.0,122.32,129.0
